Kernel,gx,gy,gz,bx,by,bz,gpuId,gld_efficiency
1,36,2,2,1,48,12,0,12.5
0,18,2,18,4,2,16,0,90.28
1,4,9,12,8,1,24,0,12.5
1,6,1,48,48,6,1,0,12.5
1,27,16,6,4,8,1,0,12.5
1,1,4,72,72,1,4,0,12.5
1,1,1,108,16,48,1,0,12.5
1,8,36,1,2,9,16,0,12.5
1,2,6,8,144,1,6,0,12.5
1,3,9,12,2,2,64,0,12.5
1,9,16,6,16,6,1,0,12.5
1,27,2,4,1,384,1,0,12.5
1,1,6,24,3,48,4,0,12.5
1,1,864,1,3,32,1,0,12.5
1,1,18,16,36,8,1,0,12.5
1,2,216,6,16,2,1,0,12.5
1,18,24,2,8,6,2,0,12.5
1,16,1,6,72,6,2,0,12.5
1,48,6,1,24,3,4,0,12.5
1,81,4,1,4,16,4,0,12.5
0,6,72,2,2,6,8,0,90.28
1,4,9,3,3,256,1,0,12.5
1,12,2,9,2,8,24,0,12.5
1,144,1,9,1,64,1,0,12.5
1,3,12,4,3,192,1,0,12.5
1,6,1,48,144,2,1,0,12.5
1,12,6,4,4,3,24,0,12.5
1,48,1,9,1,8,24,0,12.5
1,18,4,2,32,9,2,0,12.5
1,1,24,18,8,8,3,0,12.5
0,2,324,2,32,1,2,0,90.28
1,48,6,1,3,3,32,0,12.5
1,3,48,2,16,2,9,0,12.5
1,1,4,36,18,16,2,0,12.5
1,6,6,4,24,2,12,0,12.5
1,1,6,16,8,27,4,0,12.5
1,32,1,3,4,24,9,0,12.5
1,2,54,8,6,4,4,0,12.5
1,12,2,4,288,1,3,0,12.5
0,36,2,3,2,16,12,0,90.28
1,4,9,12,1,48,4,0,12.5
1,4,162,1,4,4,8,0,12.5
1,3,3,12,6,128,1,0,12.5
1,27,3,4,1,128,2,0,12.5
1,1,18,12,1,384,1,0,12.5
1,4,4,81,8,2,4,0,12.5
1,2,18,6,16,6,4,0,12.5
1,32,3,9,4,2,12,0,12.5
1,9,8,4,4,18,4,0,12.5
0,27,1,32,4,3,8,0,90.28
1,1,8,36,12,2,12,0,12.5
1,3,8,12,2,8,18,0,12.5
1,3,6,16,12,3,8,0,12.5
1,1,8,12,4,4,54,0,12.5
1,54,1,16,32,1,3,0,12.5
1,9,8,3,16,4,6,0,12.5
0,4,3,8,1,36,24,0,90.28
1,6,3,8,4,144,1,0,12.5
1,2,8,9,2,18,16,0,12.5
1,12,24,1,24,6,2,0,12.5
1,1,12,8,1,144,6,0,12.5
1,36,3,4,2,12,8,0,12.5
1,24,1,4,6,12,12,0,12.5
1,24,1,4,2,72,6,0,12.5
1,9,8,12,2,48,1,0,12.5
0,24,1,4,9,8,12,0,90.28
1,16,3,9,1,4,48,0,12.5
1,72,2,2,2,16,9,0,12.5
0,1,36,4,2,16,18,0,90.28
1,24,2,2,18,2,24,0,12.5
1,6,72,2,4,4,6,0,12.5
1,2,9,8,4,3,48,0,12.5
1,18,12,1,8,4,12,0,12.5
1,12,4,2,3,12,24,0,12.5
1,9,2,36,2,2,32,0,12.5
1,16,9,3,1,24,8,0,12.5
1,54,8,6,2,16,1,0,12.5
0,2,4,12,1,32,27,0,90.28
1,54,3,1,2,4,64,0,12.5
1,54,1,48,32,1,1,0,12.5
1,3,16,2,24,3,12,0,12.5
1,1,6,144,4,8,3,0,12.5
1,27,4,4,12,16,1,0,12.5
1,2,2,216,24,2,2,0,12.5
1,9,6,2,192,2,2,0,12.5
1,96,1,1,2,24,18,0,12.5
1,2,81,1,1,256,2,0,12.5
1,16,6,3,8,1,36,0,12.5
0,1,27,4,32,3,8,0,90.28
1,24,2,9,4,1,48,0,12.5
1,2,18,6,4,2,48,0,12.5
1,4,12,2,16,18,3,0,12.5
1,12,6,12,3,1,32,0,12.5
1,16,18,1,36,2,4,0,12.5
1,3,3,32,12,6,4,0,12.5
1,3,3,24,24,8,2,0,12.5
1,54,8,2,3,4,8,0,12.5
1,12,1,8,12,72,1,0,12.5
1,27,8,2,16,12,1,0,12.5
1,2,1,108,16,12,2,0,12.5
1,18,1,16,1,144,2,0,12.5
1,6,4,6,16,1,36,0,12.5
1,36,2,4,2,72,2,0,12.5
1,3,3,18,32,8,2,0,12.5
1,2,18,4,16,12,3,0,12.5
1,12,9,8,1,4,24,0,12.5
0,8,2,18,3,3,32,0,90.28
1,2,54,1,64,4,3,0,12.5
1,4,1,36,16,4,9,0,12.5
1,12,18,4,4,24,1,0,12.5
1,3,48,1,4,9,16,0,12.5
1,3,9,6,1,16,32,0,12.5
1,6,144,1,1,2,48,0,12.5
1,108,2,3,64,2,1,0,12.5
1,18,4,6,1,4,48,0,12.5
1,8,12,1,216,2,2,0,12.5
0,3,18,4,24,8,2,0,90.28
1,9,16,1,1,48,12,0,12.5
1,1,24,4,48,2,9,0,12.5
1,12,18,1,1,8,48,0,12.5
1,3,72,3,4,2,16,0,12.5
1,18,2,8,32,9,1,0,12.5
1,4,12,2,144,3,2,0,12.5
1,3,54,1,8,4,16,0,12.5
1,54,2,24,1,2,16,0,12.5
1,8,3,4,12,12,6,0,12.5
1,1,16,9,6,2,48,0,12.5
1,8,18,2,6,3,16,0,12.5
1,36,1,12,192,1,1,0,12.5
1,2,2,24,36,3,8,0,12.5
1,4,324,2,2,1,16,0,12.5
1,9,2,12,96,1,4,0,12.5
1,3,8,36,1,48,2,0,12.5
0,2,216,2,3,2,16,0,90.28
1,18,1,12,4,48,2,0,12.5
1,2,216,2,6,16,1,0,12.5
1,3,4,27,16,16,1,0,12.5
1,2,216,6,4,8,1,0,12.5
1,12,6,2,12,1,48,0,12.5
1,108,4,1,2,32,3,0,12.5
0,3,18,2,64,6,2,0,90.28
0,2,3,27,1,128,4,0,90.28
1,27,8,3,4,4,8,0,12.5
1,6,4,4,12,24,3,0,12.5
1,1,9,96,16,1,6,0,12.5
1,54,8,2,6,4,4,0,12.5
1,16,6,1,3,12,24,0,12.5
1,4,27,2,6,1,64,0,12.5
1,1,24,12,3,48,2,0,12.5
1,1,9,12,12,8,8,0,12.5
1,1,2,72,24,1,24,0,12.5
1,9,9,1,32,2,16,0,12.5
0,6,1,24,144,2,2,0,90.28
1,16,1,27,32,1,6,0,12.5
1,8,27,2,4,2,24,0,12.5
1,4,6,6,6,16,6,0,12.5
1,3,2,48,24,4,3,0,12.5
1,4,36,6,8,1,12,0,12.5
1,2,3,24,12,1,48,0,12.5
1,6,36,4,2,12,4,0,12.5
1,36,2,2,18,2,16,0,12.5
1,1,144,2,36,2,4,0,12.5
0,48,2,1,24,36,1,0,90.28
1,6,8,2,108,1,8,0,12.5
1,3,24,3,4,96,1,0,12.5
1,6,36,2,64,3,1,0,12.5
1,24,2,2,2,9,48,0,12.5
1,4,2,18,16,18,2,0,12.5
1,2,9,72,16,4,1,0,12.5
1,1,8,12,1,144,6,0,12.5
0,72,4,3,2,16,3,0,90.28
1,1,12,8,9,6,16,0,12.5
1,3,2,18,12,1,64,0,12.5
0,3,16,3,4,18,8,0,90.28
1,12,2,9,3,16,8,0,12.5
1,72,6,2,16,2,3,0,12.5
1,27,1,6,4,128,1,0,12.5
1,2,2,81,64,1,4,0,12.5
1,36,1,4,288,2,1,0,12.5
1,108,6,2,2,16,2,0,12.5
1,9,2,6,8,16,6,0,12.5
1,6,9,2,16,24,2,0,12.5
1,1,36,3,32,4,6,0,12.5
1,6,4,4,6,12,12,0,12.5
1,12,2,12,24,6,2,0,12.5
1,1,12,8,4,18,12,0,12.5
1,3,288,1,24,4,1,0,12.5
1,6,1,48,4,12,6,0,12.5
1,2,6,8,4,4,54,0,12.5
0,2,2,108,1,24,8,0,90.28
1,4,324,1,8,4,2,0,12.5
1,9,2,16,72,2,2,0,12.5
1,6,24,9,2,32,1,0,12.5
1,108,3,1,1,64,4,0,12.5
1,1,48,3,12,8,6,0,12.5
1,3,4,12,3,6,32,0,12.5
1,18,1,16,1,72,4,0,12.5
0,4,24,3,2,72,2,0,90.28
1,48,1,6,96,1,3,0,12.5
1,54,6,4,8,1,8,0,12.5
0,3,3,48,32,2,3,0,90.28
0,3,32,1,6,8,18,0,90.28
1,4,108,2,1,2,48,0,12.5
1,18,1,6,12,16,4,0,12.5
1,6,2,54,8,1,16,0,12.5
1,6,1,18,16,1,48,0,12.5
1,8,12,3,72,1,4,0,12.5
0,6,2,18,32,2,6,0,90.28
1,9,6,2,8,8,12,0,12.5
1,3,48,1,576,1,1,0,12.5
1,6,3,12,1,6,64,0,12.5
1,8,1,36,3,32,3,0,12.5
1,9,48,1,3,16,4,0,12.5
1,144,1,2,18,4,4,0,12.5
1,864,3,1,8,1,4,0,12.5
0,24,3,2,8,9,8,0,90.28
0,3,2,16,1,432,2,0,90.28
1,1,1,108,12,16,4,0,12.5
1,324,1,4,1,2,32,0,12.5
1,12,4,6,12,12,2,0,12.5
1,1,24,18,96,2,1,0,12.5
1,1,27,16,16,2,6,0,12.5
0,4,9,8,3,24,4,0,90.28
1,6,12,4,2,72,2,0,12.5
1,1,12,36,1,4,48,0,12.5
1,1,18,48,24,2,2,0,12.5
1,1,9,32,4,9,8,0,12.5
1,3,16,3,8,3,24,0,12.5
1,4,3,8,24,4,9,0,12.5
1,2,24,18,48,2,1,0,12.5
1,8,3,4,16,3,18,0,12.5
1,144,3,2,12,8,1,0,12.5
1,9,48,1,4,24,2,0,12.5
1,1,4,648,16,1,2,0,12.5
1,1,6,36,32,4,3,0,12.5
1,3,24,6,8,4,6,0,12.5
1,1,1,864,8,4,3,0,12.5
0,4,6,12,2,6,24,0,90.28
0,2,2,162,128,1,1,0,90.28
1,12,3,9,4,16,4,0,12.5
1,96,1,1,9,24,4,0,12.5
0,9,36,1,2,64,2,0,90.28
1,12,1,9,2,32,12,0,12.5
0,6,8,2,1,108,8,0,90.28
1,2,8,27,12,16,1,0,12.5
1,6,54,1,1,16,16,0,12.5
1,4,12,2,6,48,3,0,12.5
1,18,1,8,1,12,48,0,12.5
1,8,1,18,64,1,9,0,12.5
0,2,4,18,72,4,2,0,90.28
1,2,12,6,1,72,8,0,12.5
1,16,9,2,288,1,1,0,12.5
1,81,2,1,2,4,64,0,12.5
1,1,27,32,1,12,8,0,12.5
1,12,18,4,4,2,12,0,12.5
1,12,4,18,2,8,6,0,12.5
1,162,1,4,4,4,8,0,12.5
1,12,9,2,48,2,4,0,12.5
1,1,1,864,12,2,4,0,12.5
1,27,3,1,8,4,32,0,12.5
1,32,9,3,1,6,16,0,12.5
1,2,108,1,12,4,8,0,12.5
1,1,16,9,2,24,12,0,12.5
1,1,24,4,4,9,24,0,12.5
0,9,6,16,48,2,1,0,90.28
1,9,4,9,8,16,2,0,12.5
1,1,24,4,144,2,3,0,12.5
1,12,3,4,192,3,1,0,12.5
1,1,18,48,4,4,6,0,12.5
1,2,2,72,144,2,1,0,12.5
1,4,1,36,144,4,1,0,12.5
1,2,18,6,2,32,6,0,12.5
1,8,6,3,32,2,9,0,12.5
1,648,2,1,32,2,1,0,12.5
0,8,18,18,1,16,2,0,90.28
1,2,9,8,12,6,8,0,12.5
1,8,81,4,32,1,1,0,12.5
1,2,18,3,6,2,64,0,12.5
1,4,1,24,8,36,3,0,12.5
1,24,6,6,1,96,1,0,12.5
1,36,24,1,16,2,3,0,12.5
0,1,72,3,1,192,2,0,90.28
0,12,36,1,1,6,32,0,50.83
1,3,32,1,18,6,8,0,12.5
1,27,48,2,4,4,2,0,12.5
1,8,6,2,27,1,32,0,12.5
1,18,1,8,4,144,1,0,12.5
1,8,18,2,24,12,1,0,12.5
1,6,72,1,1,192,1,0,12.5
1,2,216,6,2,1,16,0,12.5
1,1,9,48,6,16,2,0,12.5
1,1,9,16,24,4,6,0,12.5
1,6,9,6,8,16,2,0,12.5
0,8,4,9,2,9,16,0,90.28
1,27,24,1,64,2,1,0,12.5
0,324,4,1,8,2,4,0,90.28
1,12,2,4,12,3,24,0,12.5
1,1,216,1,16,8,3,0,12.5
1,2,1,144,6,4,12,0,12.5
1,3,48,6,8,12,1,0,12.5
1,2,8,18,16,3,6,0,12.5
0,2,27,6,4,32,2,0,90.28
1,27,16,1,8,24,1,0,12.5
1,2,1,324,8,8,2,0,12.5
1,4,12,2,6,3,48,0,12.5
1,6,18,1,6,8,16,0,12.5
1,4,3,72,8,2,6,0,12.5
1,18,36,1,8,16,1,0,12.5
1,6,1,48,1,12,24,0,12.5
1,1,36,3,6,16,8,0,12.5
1,1,2,48,16,54,1,0,12.5
1,27,4,1,8,3,32,0,12.5
0,36,2,2,3,3,64,0,90.28
1,54,2,4,4,12,4,0,12.5
1,1,3,288,8,12,1,0,12.5
0,27,2,24,2,32,1,0,90.28
1,8,18,2,8,2,18,0,12.5
1,1,9,12,2,12,32,0,12.5
1,4,12,27,8,4,2,0,12.5
1,108,2,1,6,1,64,0,12.5
1,2,48,1,54,16,1,0,12.5
1,48,3,2,3,2,48,0,12.5
1,6,2,8,48,9,2,0,12.5
0,6,18,8,24,1,4,0,90.28
0,18,6,4,6,2,16,0,90.28
0,1,9,16,8,18,4,0,90.28
1,12,4,2,4,24,9,0,12.5
1,16,3,27,64,1,1,0,12.5
1,6,9,4,128,1,3,0,12.5
1,12,9,2,16,4,6,0,12.5
1,1,2,432,32,1,3,0,12.5
1,6,3,12,32,1,12,0,12.5
1,24,12,1,3,96,1,0,12.5
0,36,4,2,48,3,2,0,90.28
0,9,2,8,1,64,9,0,90.28
0,2,6,9,2,384,1,0,90.28
1,108,4,1,2,12,8,0,12.5
1,54,2,4,6,8,4,0,12.5
1,48,3,2,24,6,2,0,12.5
1,24,2,6,1,144,2,0,12.5
1,6,3,18,64,4,1,0,12.5
1,1,48,3,4,12,12,0,12.5
1,8,81,4,4,4,2,0,12.5
1,27,48,1,4,16,1,0,12.5
1,12,4,3,32,9,2,0,12.5
1,48,3,2,6,8,6,0,12.5
1,6,4,4,9,12,8,0,12.5
1,8,9,2,4,12,12,0,12.5
1,18,16,1,1,36,8,0,12.5
1,12,4,2,3,32,9,0,12.5
1,3,2,18,6,64,2,0,12.5
1,54,2,8,3,16,2,0,12.5
1,3,1,48,6,96,1,0,12.5
1,32,1,9,12,24,1,0,12.5
1,12,3,4,288,1,2,0,12.5
1,1,4,216,8,12,1,0,12.5
1,32,1,9,12,4,6,0,12.5
1,3,18,8,8,24,1,0,12.5
1,3,288,1,1,16,6,0,12.5
1,2,9,8,9,8,8,0,12.5
1,1,16,9,24,12,2,0,12.5
1,3,9,12,4,16,4,0,12.5
1,8,12,9,4,2,12,0,12.5
1,2,9,24,4,2,24,0,12.5
0,3,12,12,24,8,1,0,90.28
0,2,24,54,2,16,1,0,90.28
1,1,4,54,8,4,12,0,12.5
1,6,9,3,64,4,2,0,12.5
1,1,4,36,3,6,32,0,12.5
1,2,162,4,2,32,1,0,12.5
1,9,4,6,16,1,24,0,12.5
1,6,4,54,1,8,8,0,12.5
1,6,18,1,4,24,8,0,12.5
0,2,8,81,16,2,2,0,90.28
1,18,36,1,2,8,8,0,12.5
1,8,81,2,4,4,4,0,12.5
1,1,12,216,8,1,4,0,12.5
1,3,4,72,24,1,4,0,12.5
1,4,12,2,24,36,1,0,12.5
1,36,1,8,12,1,24,0,12.5
1,2,1,1296,4,1,8,0,12.5
1,2,36,6,8,24,1,0,12.5
1,6,4,6,36,16,1,0,12.5
1,4,6,18,4,1,48,0,12.5
1,6,1,24,3,24,8,0,12.5
1,16,1,6,108,4,2,0,12.5
1,1,12,12,288,2,1,0,12.5
1,8,18,1,72,8,1,0,12.5
1,2,9,18,16,16,1,0,12.5
1,6,36,2,8,12,2,0,12.5
1,6,6,24,16,2,3,0,12.5
1,2,2,36,48,4,3,0,12.5
1,3,36,2,8,16,3,0,12.5
1,3,16,2,216,4,1,0,12.5
1,24,3,2,3,32,6,0,12.5
1,3,72,2,4,48,1,0,12.5
1,36,1,6,3,16,8,0,12.5
1,16,2,3,18,12,4,0,12.5
1,3,4,36,8,2,12,0,12.5
1,8,2,9,36,2,8,0,12.5
1,12,1,12,12,8,6,0,12.5
1,12,8,3,3,4,24,0,12.5
0,4,2,54,48,1,4,0,90.28
0,4,9,24,32,1,3,0,90.28
1,72,3,2,4,3,16,0,12.5
1,2,3,48,144,2,1,0,12.5
1,6,6,72,32,1,1,0,12.5
1,72,6,6,2,8,2,0,12.5
1,12,12,2,9,2,16,0,12.5
1,54,4,2,12,8,2,0,12.5
1,3,2,144,12,8,1,0,12.5
0,16,2,3,6,4,36,0,90.28
1,4,2,36,4,8,9,0,12.5
1,6,4,18,1,16,12,0,12.5
1,1,36,4,3,8,24,0,12.5
1,3,36,6,16,2,4,0,12.5
1,12,6,3,6,16,4,0,12.5
1,3,2,16,1,16,54,0,12.5
1,108,1,6,16,2,4,0,12.5
1,6,48,1,16,18,1,0,12.5
0,6,6,8,3,8,12,0,90.28
1,2,48,1,48,9,2,0,12.5
1,4,3,8,4,12,18,0,12.5
1,1,32,9,1,9,32,0,12.5
0,1,2,432,48,1,2,0,90.28
1,3,1,96,2,6,24,0,12.5
1,1,48,2,72,6,2,0,12.5
1,6,48,1,8,1,36,0,12.5
1,2,2,54,24,4,4,0,12.5
0,6,6,3,128,2,3,0,90.28
1,1,2,48,8,36,3,0,12.5
1,2,1,72,9,32,2,0,12.5
1,6,6,18,8,4,4,0,12.5
1,24,6,6,32,1,3,0,12.5
1,3,8,4,12,3,24,0,12.5
1,2,2,216,8,2,6,0,12.5
1,4,6,6,16,9,4,0,12.5
1,24,27,4,8,1,4,0,12.5
1,4,9,24,4,8,3,0,12.5
1,4,36,6,12,1,8,0,12.5
1,6,2,54,4,16,2,0,12.5
1,2,81,1,64,4,2,0,12.5
1,3,32,1,32,1,27,0,12.5
1,16,1,9,6,12,8,0,12.5
1,2,16,81,4,8,1,0,12.5
1,1,6,16,72,1,12,0,12.5
0,1,1,864,1,6,16,0,90.28
0,2,54,8,4,12,2,0,90.28
1,18,16,1,3,96,1,0,12.5
1,18,1,16,8,36,1,0,12.5
1,2,18,6,32,6,2,0,12.5
1,18,1,48,4,2,12,0,12.5
1,9,36,1,1,32,8,0,12.5
1,1,4,324,2,8,4,0,12.5
0,3,144,2,24,1,4,0,90.28
1,12,9,6,1,128,1,0,12.5
0,18,24,1,4,12,4,0,90.28
0,6,2,72,1,4,24,0,90.28
1,4,648,1,8,1,4,0,12.5
1,1,8,12,12,24,3,0,12.5
1,9,3,8,8,2,24,0,12.5
1,24,1,4,6,24,6,0,12.5
1,16,3,3,2,12,24,0,12.5
1,4,27,2,4,32,3,0,12.5
0,3,32,1,432,1,2,0,90.28
1,48,1,6,4,3,24,0,12.5
0,3,6,12,16,6,4,0,90.28
1,18,3,4,2,4,48,0,12.5
1,1,36,4,16,1,36,0,12.5
1,1,16,6,32,1,27,0,12.5
1,4,8,27,8,4,3,0,12.5
1,24,1,4,6,72,2,0,12.5
1,2,54,2,2,192,1,0,12.5
1,12,8,1,24,3,12,0,12.5
1,6,6,24,32,3,1,0,12.5
1,1,2,54,6,2,64,0,12.5
1,8,27,2,8,2,12,0,12.5
1,6,18,8,6,8,2,0,12.5
1,3,72,1,24,4,4,0,12.5
1,27,24,4,1,32,1,0,12.5
1,1,6,18,32,1,24,0,12.5
1,144,1,2,2,16,9,0,12.5
1,8,9,12,4,4,6,0,12.5
1,2,36,3,12,4,8,0,12.5
1,6,24,2,1,9,32,0,12.5
0,2,1,162,4,2,32,0,90.28
0,6,2,24,48,6,1,0,90.28
1,6,4,36,2,12,4,0,12.5
1,81,1,16,1,2,32,0,12.5
1,6,9,4,4,8,12,0,12.5
1,8,6,2,1,36,24,0,12.5
1,12,1,36,64,3,1,0,12.5
1,1,12,24,3,96,1,0,12.5
1,18,2,24,2,4,12,0,12.5
1,18,1,12,3,64,2,0,12.5
0,96,3,1,16,1,18,0,90.28
1,1,108,2,6,32,2,0,12.5
1,54,1,48,1,16,2,0,12.5
1,9,3,24,2,4,16,0,12.5
1,8,2,27,1,12,16,0,12.5
1,36,2,2,48,4,3,0,12.5
1,18,6,3,1,32,8,0,12.5
1,54,1,8,8,4,6,0,12.5
1,12,3,3,1,96,8,0,12.5
1,12,72,1,6,16,1,0,12.5
0,2,18,12,2,24,4,0,90.28
1,24,54,2,4,8,1,0,12.5
1,36,4,6,6,4,4,0,12.5
1,18,16,3,8,12,1,0,12.5
1,108,4,3,2,16,2,0,12.5
1,8,3,6,3,96,2,0,12.5
1,3,18,2,8,4,24,0,12.5
1,2,3,144,6,16,1,0,12.5
1,8,12,9,48,2,1,0,12.5
1,18,1,8,3,96,2,0,12.5
0,1,32,3,6,12,12,0,90.28
1,1,36,6,16,12,2,0,12.5
0,9,8,4,6,16,3,0,90.28
1,12,12,2,16,2,9,0,12.5
1,8,1,54,1,48,4,0,12.5
1,8,18,1,1,72,8,0,12.5
1,2,1,432,1,3,32,0,12.5
1,54,1,4,3,32,4,0,12.5
1,27,2,3,256,1,2,0,12.5
1,1,18,8,3,32,6,0,12.5
1,6,18,1,3,128,2,0,12.5
1,6,1,18,2,192,2,0,12.5
1,864,1,3,32,1,1,0,12.5
1,6,12,9,4,8,4,0,12.5
1,1,6,72,24,2,4,0,12.5
1,4,12,18,1,2,48,0,12.5
1,6,9,8,1,24,8,0,12.5
1,8,4,9,16,6,3,0,12.5
1,2,108,12,1,8,4,0,12.5
1,72,4,1,8,4,9,0,12.5
1,18,3,8,4,2,24,0,12.5
1,48,1,18,4,12,2,0,12.5
1,6,3,144,1,8,4,0,12.5
1,9,12,8,4,6,4,0,12.5
1,2,9,16,4,9,8,0,12.5
1,2,54,4,3,16,4,0,12.5
1,16,1,6,36,6,4,0,12.5
1,1,72,18,2,8,4,0,12.5
1,8,18,1,288,2,1,0,12.5
1,2,8,6,36,12,2,0,12.5
1,2,4,18,4,12,12,0,12.5
1,12,3,8,32,9,1,0,12.5
0,16,9,1,36,2,8,0,90.28
1,6,27,2,16,8,2,0,12.5
1,24,6,3,1,12,16,0,12.5
1,96,9,3,1,32,1,0,12.5
1,24,1,12,12,24,1,0,12.5
1,2,12,12,3,2,48,0,12.5
1,1,27,4,2,64,6,0,12.5
1,2,6,72,4,12,2,0,12.5
1,2,36,3,32,6,2,0,12.5
0,2,24,6,8,6,6,0,90.28
1,16,1,18,4,18,4,0,12.5
0,1,1,216,12,8,4,0,90.28
1,8,108,1,1,24,4,0,12.5
1,16,1,162,2,4,4,0,12.5
1,1,9,9,1024,1,1,0,12.5
1,72,3,6,4,4,4,0,12.5
1,9,9,32,8,2,2,0,12.5
1,3,18,2,16,3,16,0,12.5
1,9,2,24,2,2,48,0,12.5
1,3,4,18,3,16,8,0,12.5
1,144,3,2,48,2,1,0,12.5
1,8,9,2,96,3,2,0,12.5
1,36,1,12,64,1,3,0,12.5
1,24,54,1,1,8,8,0,12.5
1,2,1,54,2,16,24,0,12.5
1,12,6,6,3,4,16,0,12.5
1,9,4,3,96,8,1,0,12.5
0,1,24,4,1,864,1,0,90.28
0,9,6,2,32,3,8,0,90.28
