Kernel,gx,gy,gz,bx,by,bz,gpuId,gld_efficiency
1,4,4,6,1,432,2,0,12.5
1,144,1,1,12,12,4,0,12.5
1,9,1,16,32,1,18,0,12.5
1,12,12,2,2,36,4,0,12.5
1,2,18,8,72,4,1,0,12.5
1,1,9,9,128,2,4,0,12.5
1,2,144,3,2,3,16,0,12.5
1,6,24,2,8,36,1,0,12.5
1,8,3,6,32,1,18,0,12.5
0,18,3,16,16,1,6,0,90.28
0,4,8,27,8,12,1,0,90.28
1,54,1,8,4,6,8,0,12.5
1,2,81,1,8,32,2,0,12.5
1,54,1,4,4,6,16,0,12.5
1,8,324,1,16,2,1,0,12.5
0,1,8,12,24,1,36,0,90.28
1,9,4,3,24,8,4,0,12.5
1,2,12,18,1,192,1,0,12.5
1,12,3,36,16,2,2,0,12.5
1,2,48,1,12,2,36,0,12.5
1,1,12,9,8,4,24,0,12.5
1,24,1,4,72,12,1,0,12.5
1,24,6,1,1,192,3,0,12.5
1,4,8,9,1,144,2,0,12.5
1,4,4,6,27,16,2,0,12.5
1,3,6,36,2,64,1,0,12.5
1,2,2,81,256,1,1,0,12.5
1,8,6,2,9,2,48,0,12.5
1,3,8,18,4,1,48,0,12.5
1,36,24,1,6,1,16,0,12.5
1,18,16,1,3,8,12,0,12.5
1,12,9,8,6,8,2,0,12.5
1,4,9,8,6,8,6,0,12.5
1,4,1,108,48,2,2,0,12.5
1,3,72,6,2,1,32,0,12.5
1,16,3,2,2,12,36,0,12.5
1,2,24,9,8,24,1,0,12.5
1,3,12,4,36,2,8,0,12.5
1,27,2,4,4,4,24,0,12.5
1,3,2,144,1,6,16,0,12.5
1,2,16,3,4,12,18,0,12.5
1,3,2,48,2,8,18,0,12.5
1,1,18,24,1,4,48,0,12.5
0,4,36,9,4,8,2,0,90.28
0,27,4,2,192,2,1,0,90.28
1,1,48,9,1,24,8,0,12.5
1,24,18,1,24,8,1,0,12.5
1,9,3,4,16,3,16,0,12.5
1,9,1,12,2,6,64,0,12.5
1,6,24,18,1,2,16,0,12.5
1,24,1,6,96,3,2,0,12.5
0,144,1,9,1,4,16,0,90.28
1,1,3,108,4,4,16,0,12.5
1,108,4,1,1,12,16,0,12.5
1,6,18,2,64,1,6,0,12.5
1,8,18,3,1,12,16,0,12.5
1,2,8,6,8,18,6,0,12.5
1,432,1,1,2,2,48,0,12.5
1,4,27,2,1,96,4,0,12.5
0,27,2,4,1,384,1,0,90.28
1,18,4,6,6,2,16,0,12.5
1,3,8,4,3,24,12,0,12.5
1,3,2,36,6,8,8,0,12.5
1,6,4,18,32,6,1,0,12.5
1,3,16,18,2,2,24,0,12.5
1,27,2,4,32,1,12,0,12.5
1,12,6,6,4,3,16,0,12.5
1,4,4,6,54,4,4,0,12.5
1,9,24,4,6,1,16,0,12.5
1,8,1,18,3,3,64,0,12.5
1,2,36,12,24,2,2,0,12.5
1,12,9,4,96,1,2,0,12.5
1,27,4,24,1,4,8,0,12.5
1,2,2,36,8,18,4,0,12.5
1,3,4,12,9,2,32,0,12.5
1,1,108,4,8,3,8,0,12.5
1,27,4,24,4,4,2,0,12.5
1,6,1,24,4,16,9,0,12.5
1,12,8,1,54,1,16,0,12.5
1,9,1,18,4,16,8,0,12.5
1,2,72,1,18,32,1,0,12.5
1,108,6,2,8,1,8,0,12.5
1,3,6,8,2,18,16,0,12.5
1,2,1,72,32,9,2,0,12.5
0,4,8,3,3,288,1,0,90.28
1,2,24,6,18,16,1,0,12.5
1,48,6,1,1,6,48,0,12.5
1,3,12,8,12,3,8,0,12.5
1,6,16,3,1,48,6,0,12.5
1,24,2,9,6,32,1,0,12.5
1,4,18,2,4,3,48,0,12.5
1,9,12,8,4,12,2,0,12.5
1,24,2,3,8,4,18,0,12.5
1,12,8,3,1,72,4,0,12.5
1,1,4,54,384,1,1,0,12.5
1,1,96,3,4,24,3,0,12.5
1,3,24,2,9,32,2,0,12.5
1,3,8,36,3,1,32,0,12.5
1,27,24,1,8,1,16,0,12.5
1,3,4,12,1,144,4,0,12.5
1,1,81,4,4,1,64,0,12.5
0,18,1,72,1,1,64,0,90.28
1,27,4,4,3,8,8,0,12.5
1,3,6,9,128,1,4,0,12.5
0,54,1,4,2,192,1,0,90.28
1,18,2,24,1,4,24,0,12.5
1,8,1,27,16,2,12,0,12.5
1,1,81,32,8,1,4,0,12.5
1,2,3,16,27,16,2,0,12.5
1,2,18,4,3,96,2,0,12.5
1,4,27,12,2,4,8,0,12.5
1,1,3,36,2,12,32,0,12.5
1,6,1,36,6,8,8,0,12.5
1,2,3,36,3,128,1,0,12.5
1,3,54,1,1,8,64,0,12.5
1,16,1,54,32,1,3,0,12.5
1,2,108,1,8,12,4,0,12.5
1,36,4,1,48,12,1,0,12.5
0,3,16,9,2,32,3,0,90.28
1,3,18,12,32,2,2,0,12.5
1,48,6,3,6,4,4,0,12.5
1,72,2,3,1,8,24,0,12.5
1,6,2,108,2,32,1,0,12.5
1,3,1,36,3,4,64,0,12.5
0,2,2,36,6,4,24,0,90.28
1,2,6,9,4,4,48,0,12.5
1,16,3,18,6,8,2,0,12.5
1,9,2,8,4,18,8,0,12.5
1,1,54,6,4,1,64,0,12.5
1,2,18,12,16,3,4,0,12.5
1,24,6,2,16,2,9,0,12.5
1,24,12,3,1,16,6,0,12.5
1,4,2,108,12,1,8,0,12.5
1,18,2,8,96,1,3,0,12.5
1,81,1,1,4,32,8,0,12.5
1,24,3,6,3,16,4,0,12.5
0,48,3,1,8,3,24,0,90.28
0,16,6,3,8,1,36,0,90.28
1,2,2,216,32,1,3,0,12.5
1,9,48,2,1,3,32,0,12.5
1,8,3,12,1,32,9,0,12.5
1,6,18,4,4,6,8,0,12.5
1,6,3,16,32,9,1,0,12.5
1,6,4,54,16,1,4,0,12.5
1,3,6,8,16,6,6,0,12.5
1,2,6,9,256,1,3,0,12.5
1,4,9,4,8,36,2,0,12.5
1,2,54,4,8,4,6,0,12.5
0,1,81,4,8,1,32,0,90.28
1,3,18,24,32,1,2,0,12.5
0,18,12,4,2,24,2,0,90.28
1,48,9,1,1,16,12,0,12.5
1,4,162,2,32,2,1,0,12.5
1,81,1,1,256,4,1,0,12.5
1,3,108,2,32,2,2,0,12.5
1,9,2,8,12,1,48,0,12.5
1,8,18,2,1,96,3,0,12.5
1,6,4,6,4,18,8,0,12.5
1,2,1,144,2,3,48,0,12.5
1,1,1,288,36,8,1,0,12.5
1,9,9,2,1,256,2,0,12.5
0,2,6,27,64,1,4,0,90.28
1,2,36,3,4,4,24,0,12.5
1,36,1,8,8,4,9,0,12.5
1,54,24,1,2,16,2,0,12.5
1,1,144,6,3,16,2,0,12.5
1,3,32,1,12,18,4,0,12.5
1,8,9,2,48,4,3,0,12.5
1,16,9,3,12,2,8,0,12.5
1,6,54,1,1,32,8,0,12.5
1,16,9,3,8,6,4,0,12.5
1,4,8,81,1,2,16,0,12.5
1,2,6,8,3,72,4,0,12.5
1,1,16,54,6,2,8,0,12.5
1,2,6,8,16,3,18,0,12.5
1,2,16,81,1,16,2,0,12.5
1,4,9,6,4,12,8,0,12.5
1,3,4,12,9,1,64,0,12.5
1,27,2,2,128,1,6,0,12.5
1,18,9,8,4,16,1,0,12.5
1,6,2,36,4,6,8,0,12.5
1,9,1,16,24,3,8,0,12.5
0,4,72,1,2,9,16,0,90.28
1,3,1,36,1,48,16,0,12.5
1,2,54,3,16,2,8,0,12.5
1,3,16,2,6,4,36,0,12.5
1,1,48,54,1,32,1,0,12.5
1,3,16,9,1,32,6,0,12.5
1,1,48,3,192,3,1,0,12.5
1,3,1,32,72,4,3,0,12.5
1,4,1,54,2,6,32,0,12.5
0,1,81,1,8,2,64,0,90.28
1,144,1,3,6,2,16,0,12.5
1,2,108,1,24,1,16,0,12.5
1,27,2,4,8,1,48,0,12.5
1,1,36,3,2,8,48,0,12.5
1,54,24,1,1,2,32,0,12.5
1,144,2,3,1,96,1,0,12.5
1,8,6,3,4,8,18,0,12.5
1,27,16,2,2,4,12,0,12.5
1,8,2,6,9,4,24,0,12.5
0,16,2,3,1,432,2,0,90.28
0,6,2,24,32,3,3,0,90.28
1,96,1,1,8,9,12,0,12.5
1,24,3,2,2,9,32,0,12.5
1,18,6,8,2,48,1,0,12.5
1,12,2,4,216,1,4,0,12.5
1,1,48,6,16,1,18,0,12.5
1,1,648,4,2,2,8,0,12.5
1,18,2,4,12,16,3,0,12.5
1,27,1,32,32,3,1,0,12.5
0,1,48,3,16,1,36,0,90.28
1,9,12,6,1,2,64,0,12.5
1,1,8,27,12,8,4,0,12.5
1,2,3,48,96,1,3,0,12.5
1,8,54,3,2,8,4,0,12.5
1,48,9,6,4,2,4,0,12.5
0,1,2,216,1,6,32,0,90.28
1,48,1,2,108,1,8,0,12.5
1,1,72,3,16,3,8,0,12.5
1,9,3,6,4,128,1,0,12.5
1,81,2,2,1,128,2,0,12.5
1,3,18,16,4,24,1,0,12.5
1,216,2,1,2,16,6,0,12.5
1,1,2,108,24,4,4,0,12.5
1,24,4,3,4,9,8,0,12.5
1,6,8,3,2,96,3,0,12.5
1,1,36,12,4,4,12,0,12.5
1,8,2,6,4,8,27,0,12.5
1,18,18,2,2,32,2,0,12.5
0,1,6,16,432,2,1,0,90.28
1,54,2,1,4,24,8,0,12.5
1,16,27,2,2,2,24,0,12.5
1,6,2,72,2,12,4,0,12.5
1,4,36,3,32,6,1,0,12.5
1,2,216,2,1,32,3,0,12.5
1,9,12,24,1,1,32,0,12.5
1,1,16,9,2,18,16,0,12.5
0,3,8,36,96,1,1,0,90.28
1,32,81,1,4,4,2,0,12.5
1,1,6,48,6,2,24,0,12.5
0,1,6,16,1,48,18,0,90.28
1,3,16,2,18,2,24,0,12.5
1,8,162,1,16,4,1,0,12.5
1,3,12,72,16,2,1,0,12.5
1,18,4,18,2,32,1,0,12.5
0,1,16,9,9,1,64,0,90.28
1,12,1,8,48,6,3,0,12.5
0,2,6,8,12,9,8,0,90.28
1,9,8,2,24,6,4,0,12.5
1,18,4,2,6,12,8,0,12.5
1,3,18,2,6,128,1,0,12.5
1,3,2,16,9,2,48,0,12.5
1,24,36,3,8,1,4,0,12.5
1,3,1,48,1,96,6,0,12.5
1,24,9,6,1,2,32,0,12.5
1,4,2,18,32,18,1,0,12.5
1,18,8,2,12,24,1,0,12.5
1,4,1,54,4,24,4,0,12.5
1,2,54,8,3,8,4,0,12.5
1,6,16,1,12,4,18,0,12.5
1,32,9,9,2,1,16,0,12.5
1,48,3,1,16,4,9,0,12.5
1,6,6,12,32,2,3,0,12.5
1,1,72,12,8,3,4,0,12.5
1,1,36,4,4,24,6,0,12.5
1,32,1,3,4,18,12,0,12.5
1,1,27,4,64,2,6,0,12.5
1,1,96,3,18,2,8,0,12.5
1,108,1,2,4,12,8,0,12.5
1,3,18,16,12,8,1,0,12.5
1,3,6,12,12,2,16,0,12.5
1,3,2,144,4,1,24,0,12.5
1,18,72,2,4,2,4,0,12.5
1,6,8,2,1,864,1,0,12.5
1,27,2,4,2,96,2,0,12.5
1,1,16,9,64,9,1,0,12.5
1,36,3,1,12,1,64,0,12.5
1,36,1,12,8,2,12,0,12.5
1,9,24,1,12,8,4,0,12.5
1,3,6,12,1,64,6,0,12.5
1,1,12,12,1,72,8,0,12.5
1,81,2,8,1,64,1,0,12.5
1,1,6,72,32,1,6,0,12.5
0,4,12,3,1,12,48,0,90.28
0,2,36,3,96,2,2,0,90.28
1,9,12,2,96,2,2,0,12.5
1,24,3,4,3,4,24,0,12.5
1,8,9,2,4,4,36,0,12.5
1,4,18,4,18,16,1,0,12.5
1,3,6,48,3,32,1,0,12.5
1,6,18,12,4,4,4,0,12.5
1,3,4,18,2,6,32,0,12.5
1,2,2,216,2,3,16,0,12.5
0,1,12,8,1,288,3,0,90.28
1,9,3,16,4,1,48,0,12.5
1,1,6,48,16,6,3,0,12.5
1,48,2,3,1,144,2,0,12.5
1,16,1,18,2,9,16,0,12.5
1,9,6,4,4,6,16,0,12.5
1,1,16,6,24,6,6,0,12.5
1,18,9,4,64,2,1,0,12.5
0,24,9,2,1,64,3,0,90.28
1,2,3,72,4,16,3,0,12.5
1,4,3,18,12,32,1,0,12.5
0,54,4,1,3,32,4,0,90.28
1,216,1,1,48,1,8,0,12.5
1,3,6,8,9,64,1,0,12.5
1,4,12,2,9,8,12,0,12.5
1,36,4,1,18,2,16,0,12.5
1,2,27,48,16,2,1,0,12.5
1,8,54,6,2,8,2,0,12.5
1,1,1,81,8,16,8,0,12.5
1,2,16,3,216,2,2,0,12.5
1,54,3,1,32,1,16,0,12.5
1,2,81,2,4,16,4,0,12.5
1,1,1,432,192,1,1,0,12.5
1,72,12,1,4,24,1,0,12.5
1,2,2,24,96,9,1,0,12.5
1,36,1,3,1,192,4,0,12.5
1,4,6,36,1,6,16,0,12.5
1,6,2,8,6,16,9,0,12.5
1,108,2,3,4,4,8,0,12.5
1,1,3,72,1,64,6,0,12.5
1,1,3,32,4,9,24,0,12.5
1,8,18,18,1,16,2,0,12.5
0,72,4,1,4,8,9,0,90.28
1,9,3,48,1,8,8,0,12.5
1,2,36,12,4,2,12,0,12.5
1,1,12,12,8,72,1,0,12.5
1,1,36,3,12,16,4,0,12.5
1,2,9,6,8,8,12,0,12.5
1,9,48,2,16,3,2,0,12.5
1,9,24,4,1,48,2,0,12.5
1,12,2,9,6,16,4,0,12.5
0,2,18,9,256,1,1,0,90.28
1,9,1,18,8,2,32,0,12.5
1,27,48,1,1,64,1,0,12.5
1,72,3,4,1,16,6,0,12.5
1,2,12,27,4,16,2,0,12.5
1,27,1,6,16,8,4,0,12.5
1,6,1,48,24,4,3,0,12.5
1,6,16,3,2,36,4,0,12.5
1,18,48,1,24,1,4,0,12.5
1,8,1,18,8,6,12,0,12.5
0,54,2,1,1,16,48,0,62.5
0,18,24,2,6,1,16,0,90.28
0,9,2,8,48,1,12,0,90.28
1,81,2,2,1,8,32,0,12.5
1,27,1,8,16,2,12,0,12.5
1,3,2,24,12,16,3,0,12.5
1,18,16,1,36,8,1,0,12.5
1,36,8,1,12,4,6,0,12.5
1,1,12,18,8,3,16,0,12.5
1,3,8,18,8,2,12,0,12.5
1,12,4,6,8,9,4,0,12.5
1,4,8,3,54,4,4,0,12.5
1,36,3,1,64,3,4,0,12.5
1,18,1,16,32,1,9,0,12.5
1,2,144,3,3,16,2,0,12.5
1,2,36,3,6,2,32,0,12.5
0,4,18,3,384,1,1,0,90.28
0,6,72,3,1,16,4,0,90.28
1,4,8,27,4,3,8,0,12.5
1,2,54,8,96,1,1,0,12.5
1,2,3,16,3,144,2,0,12.5
1,3,12,4,9,16,4,0,12.5
1,8,36,1,3,4,24,0,12.5
1,9,1,72,64,1,2,0,12.5
1,48,6,1,12,12,2,0,12.5
1,2,108,4,48,2,1,0,12.5
1,3,864,1,2,8,2,0,12.5
0,3,4,27,1,16,16,0,90.28
0,54,2,4,2,4,24,0,90.28
1,54,4,4,4,8,3,0,12.5
1,27,2,2,256,3,1,0,12.5
1,2,3,48,2,72,2,0,12.5
1,2,2,81,1,4,64,0,12.5
1,8,4,3,2,54,8,0,12.5
1,1,54,6,16,16,1,0,12.5
1,1,144,2,4,72,1,0,12.5
1,1,108,8,12,8,1,0,12.5
1,4,12,2,96,3,3,0,12.5
1,8,3,6,8,18,4,0,12.5
0,3,16,6,9,16,2,0,90.28
1,72,2,2,24,3,4,0,12.5
1,24,9,1,3,2,64,0,12.5
1,27,4,8,2,12,4,0,12.5
1,9,8,2,1,288,2,0,12.5
1,144,9,1,1,2,32,0,12.5
1,16,6,3,24,3,4,0,12.5
1,2,12,18,96,1,2,0,12.5
1,54,4,1,4,6,16,0,12.5
1,2,36,9,64,1,2,0,12.5
0,32,1,9,4,12,6,0,90.28
1,4,9,4,32,2,9,0,12.5
1,6,4,108,2,1,16,0,12.5
1,3,18,4,8,48,1,0,12.5
1,2,1,1296,1,4,8,0,12.5
1,6,2,8,12,72,1,0,12.5
1,2,6,12,9,4,16,0,12.5
1,8,18,6,3,2,16,0,12.5
1,6,6,12,6,1,32,0,12.5
0,9,144,2,1,1,32,0,90.28
1,4,18,2,8,18,4,0,12.5
1,3,4,12,3,64,3,0,12.5
1,9,18,1,1,32,16,0,12.5
1,4,4,9,1,16,36,0,12.5
1,2,48,1,18,8,6,0,12.5
1,18,4,4,36,2,4,0,12.5
1,1,8,108,1,12,8,0,12.5
1,3,3,32,144,1,2,0,12.5
1,27,4,2,2,96,2,0,12.5
1,4,12,6,1,24,12,0,12.5
1,1,18,24,8,8,3,0,12.5
1,1,18,6,32,24,1,0,12.5
1,9,16,1,6,96,1,0,12.5
1,1,72,2,48,1,12,0,12.5
1,1,3,48,32,18,1,0,12.5
1,9,18,8,16,4,1,0,12.5
1,9,3,8,8,24,2,0,12.5
0,8,12,1,12,8,9,0,90.28
1,2,6,8,2,72,6,0,12.5
1,216,2,3,4,8,2,0,12.5
1,72,2,1,32,6,3,0,12.5
1,8,18,3,2,16,6,0,12.5
1,6,4,12,4,4,18,0,12.5
1,6,8,3,3,64,3,0,12.5
1,1,72,4,3,4,24,0,12.5
1,9,2,8,48,1,12,0,12.5
0,27,12,1,16,4,4,0,90.28
1,1,24,36,6,4,4,0,12.5
0,3,9,16,4,3,16,0,90.28
1,18,1,16,24,6,2,0,12.5
1,3,3,32,12,12,2,0,12.5
1,1,72,6,16,12,1,0,12.5
1,108,2,6,8,2,4,0,12.5
1,1,1,108,16,8,6,0,12.5
1,54,1,16,2,1,48,0,12.5
1,27,16,2,1,16,6,0,12.5
0,3,2,27,16,16,2,0,90.28
1,4,1,36,6,2,48,0,12.5
0,18,2,24,1,24,4,0,90.28
1,16,18,9,8,4,1,0,12.5
1,1,108,2,1,64,6,0,12.5
1,18,16,1,72,1,4,0,12.5
1,4,18,12,12,2,4,0,12.5
1,54,3,2,32,2,4,0,12.5
1,3,24,4,16,6,3,0,12.5
1,4,72,9,4,8,1,0,12.5
1,6,12,36,4,1,8,0,12.5
1,6,48,9,4,1,8,0,12.5
1,1,54,6,4,4,16,0,12.5
1,24,1,12,2,18,8,0,12.5
1,18,72,2,1,2,16,0,12.5
1,9,32,1,48,6,1,0,12.5
0,24,6,1,1,24,24,0,69.71
1,324,4,2,16,2,1,0,12.5
1,3,1,48,3,12,16,0,12.5
1,18,1,16,8,18,2,0,12.5
1,32,3,1,16,27,2,0,12.5
1,1,3,32,1,432,2,0,12.5
1,8,9,4,3,3,32,0,12.5
1,12,2,18,3,8,8,0,12.5
1,48,2,3,6,1,48,0,12.5
1,4,2,36,2,8,18,0,12.5
1,4,9,4,8,8,9,0,12.5
1,3,27,2,2,4,64,0,12.5
1,108,1,12,64,1,1,0,12.5
0,6,16,9,8,12,1,0,90.28
0,12,1,8,2,12,36,0,90.28
1,6,8,3,12,2,24,0,12.5
1,6,36,4,8,12,1,0,12.5
0,2,108,4,1,2,48,0,90.28
0,8,27,2,2,48,2,0,90.28
1,9,6,16,3,1,32,0,12.5
1,36,1,6,192,1,2,0,12.5
1,1,81,1,16,32,2,0,12.5
1,6,48,9,4,2,4,0,12.5
1,1,18,24,8,1,24,0,12.5
1,4,18,6,24,8,1,0,12.5
1,4,8,27,1,2,48,0,12.5
1,4,4,9,144,1,4,0,12.5
1,8,36,1,4,4,18,0,12.5
1,2,6,9,2,384,1,0,12.5
1,1,162,1,32,16,1,0,12.5
1,12,6,9,8,2,8,0,12.5
1,6,16,3,4,36,2,0,12.5
1,3,1,72,32,4,3,0,12.5
1,4,3,12,3,32,6,0,12.5
1,1,18,8,144,2,2,0,12.5
1,12,6,12,12,1,8,0,12.5
1,72,2,3,48,4,1,0,12.5
1,27,32,1,12,4,2,0,12.5
1,2,108,1,32,4,3,0,12.5
1,36,1,9,16,16,1,0,12.5
0,12,1,12,16,2,18,0,90.28
1,18,16,3,1,12,8,0,12.5
1,3,12,12,48,4,1,0,12.5
1,72,6,1,16,6,2,0,12.5
1,4,1,36,1,24,24,0,12.5
1,1,48,2,6,48,3,0,12.5
1,1,1,864,3,4,8,0,12.5
1,8,1,27,4,6,16,0,12.5
1,3,2,16,6,18,8,0,12.5
1,54,16,1,32,3,1,0,12.5
1,144,1,1,16,18,2,0,12.5
0,3,36,1,48,4,4,0,90.28
1,1,32,9,2,24,6,0,12.5
1,18,4,2,6,8,12,0,12.5
1,72,2,2,2,6,24,0,12.5
1,2,27,8,2,2,48,0,12.5
1,18,3,4,12,4,8,0,12.5
1,2,18,6,2,96,2,0,12.5
1,4,1,24,24,3,12,0,12.5
1,3,4,9,96,2,4,0,12.5
1,24,54,2,4,4,2,0,12.5
0,18,24,6,8,2,2,0,90.28
1,4,1,36,36,2,8,0,12.5
1,12,18,1,16,1,24,0,12.5
1,12,9,3,2,16,8,0,12.5
1,4,24,1,3,6,48,0,12.5
1,12,2,6,4,12,12,0,12.5
1,18,1,6,12,32,2,0,12.5
1,24,1,4,54,2,8,0,12.5
1,48,3,3,24,1,8,0,12.5
1,24,9,3,2,8,8,0,12.5
1,32,1,3,432,2,1,0,12.5
0,54,8,6,1,1,32,0,90.28
1,1,18,48,1,4,24,0,12.5
1,1,36,4,24,12,2,0,12.5
1,1,18,18,2,2,64,0,12.5
1,27,1,8,16,1,24,0,12.5
1,2,27,6,2,8,16,0,12.5
1,9,16,2,18,1,16,0,12.5
1,24,3,2,18,16,2,0,12.5
0,4,36,6,1,3,32,0,90.28
1,12,4,2,32,1,27,0,12.5
1,9,4,18,1,64,2,0,12.5
1,24,4,1,8,2,54,0,12.5
1,8,2,6,48,6,3,0,12.5
1,1,96,3,36,2,4,0,12.5
1,3,6,12,96,4,1,0,12.5
1,96,1,9,2,48,1,0,12.5
1,24,1,9,1,6,64,0,12.5
1,36,6,2,3,16,4,0,12.5
0,9,8,3,4,12,8,0,90.28
1,27,2,2,6,4,32,0,12.5
1,1,54,4,6,64,1,0,12.5
1,4,6,54,1,1,64,0,12.5
0,8,27,2,8,2,12,0,90.28
1,16,9,1,3,32,6,0,12.5
0,8,4,9,12,12,2,0,90.28
1,18,9,2,2,128,1,0,12.5
0,1,27,16,6,4,8,0,90.28
1,1,2,54,2,12,32,0,12.5
1,2,12,12,6,2,24,0,12.5
1,3,18,2,192,2,2,0,12.5
1,8,18,2,4,6,12,0,12.5
1,2,3,48,24,3,4,0,12.5
1,3,3,32,12,2,12,0,12.5
1,2,216,1,2,32,3,0,12.5
1,27,16,3,2,2,16,0,12.5
1,144,1,2,24,12,1,0,12.5
1,6,12,3,2,6,32,0,12.5
1,108,1,4,4,6,8,0,12.5
1,1,18,6,12,2,32,0,12.5
1,18,6,4,64,3,1,0,12.5
1,6,1,24,2,96,3,0,12.5
1,2,1,72,12,6,8,0,12.5
1,2,3,144,16,3,2,0,12.5
1,216,1,1,12,2,16,0,12.5
0,2,16,81,32,1,1,0,90.28
0,1,108,8,24,2,2,0,90.28
1,1,48,18,4,4,6,0,12.5
1,108,6,4,4,4,2,0,12.5
1,1,27,6,8,8,8,0,12.5
